operator,charging_facility_type,number_of_charging_points,power_connection_capacity,city,postal_code,commissioning_date,year,month,state
Stadtwerke Neuss Energie und Wasser GmbH,Normalladeeinrichtung,2,44.0,Neuss,41464,2022-12-14,2022,12,Nordrhein-Westfalen
Stadtwerke Neuss Energie und Wasser GmbH,Normalladeeinrichtung,2,44.0,Neuss,41464,2020-02-17,2020,2,Nordrhein-Westfalen
Stadtwerke Neuss Energie und Wasser GmbH,Normalladeeinrichtung,2,44.0,Neuss,41466,2018-11-06,2018,11,Nordrhein-Westfalen
Stadtwerke Neuss Energie und Wasser GmbH,Normalladeeinrichtung,2,44.0,Neuss,41466,2022-11-02,2022,11,Nordrhein-Westfalen
KEYNES Planungsgesellschaft mbH,Normalladeeinrichtung,2,22.0,Neuss,41468,2021-11-03,2021,11,Nordrhein-Westfalen
KEYNES Planungsgesellschaft mbH,Normalladeeinrichtung,2,22.0,Neuss,41468,2021-11-03,2021,11,Nordrhein-Westfalen
Stadtwerke Neuss Energie und Wasser GmbH,Normalladeeinrichtung,2,44.0,Neuss,41470,2022-11-03,2022,11,Nordrhein-Westfalen
SWD AG,Normalladeeinrichtung,2,44.0,Grevenbroich,41515,2021-07-30,2021,7,Nordrhein-Westfalen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Grevenbroich-Elsen,41515,2021-01-12,2021,1,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Grevenbroich,41515,2023-02-07,2023,2,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Grevenbroich,41515,2023-02-07,2023,2,Nordrhein-Westfalen
NEW AG,Normalladeeinrichtung,2,22.0,Grevenbroich,41515,2019-02-07,2019,2,Nordrhein-Westfalen
NEW AG,Normalladeeinrichtung,2,22.0,Grevenbroich,41515,2019-02-13,2019,2,Nordrhein-Westfalen
Gottfried Schultz Automobilhandels SE,Normalladeeinrichtung,2,39.6,Grevenbroich,41515,2021-10-18,2021,10,Nordrhein-Westfalen
evd energieversorgung dormagen gmbh,Schnellladeeinrichtung,2,93.0,Dormagen,41539,2021-08-12,2021,8,Nordrhein-Westfalen
evd energieversorgung dormagen gmbh,Schnellladeeinrichtung,2,93.0,Dormagen,41539,2021-08-13,2021,8,Nordrhein-Westfalen
evd energieversorgung dormagen gmbh,Normalladeeinrichtung,2,44.0,Dormagen,41539,2023-02-21,2023,2,Nordrhein-Westfalen
Ingenieurbüro Dr. Janssen,Normalladeeinrichtung,1,11.0,Dormagen,41540,2021-09-20,2021,9,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Dormagen,41540,2021-04-23,2021,4,Nordrhein-Westfalen
evd energieversorgung dormagen gmbh,Normalladeeinrichtung,2,44.0,Dormagen,41540,2022-12-23,2022,12,Nordrhein-Westfalen
evd energieversorgung dormagen gmbh,Normalladeeinrichtung,2,44.0,Dormagen,41541,2019-12-02,2019,12,Nordrhein-Westfalen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Rommerskirchen,41569,2020-11-12,2020,11,Nordrhein-Westfalen
BürgerEnergie Rhein-Sieg eG,Normalladeeinrichtung,2,22.0,Windeck,51570,2022-08-04,2022,8,Nordrhein-Westfalen
Ladegrün! eG,Normalladeeinrichtung,2,22.0,Bornheim,53332,2022-12-16,2022,12,Nordrhein-Westfalen
Privatperson,Normalladeeinrichtung,1,22.0,Bornheim,53332,2020-01-06,2020,1,Nordrhein-Westfalen
Gerdes Aktiengesellschaft,Normalladeeinrichtung,4,88.0,Meckenheim,53340,2022-01-01,2022,1,Nordrhein-Westfalen
e-regio,Normalladeeinrichtung,2,44.0,Meckenheim,53340,2018-06-06,2018,6,Nordrhein-Westfalen
Bad Honnef AG,Normalladeeinrichtung,2,44.0,Bad Honnef,53604,2022-04-04,2022,4,Nordrhein-Westfalen
rhenag Rheinische Energie Aktiengesellschaft,Normalladeeinrichtung,2,44.0,Siegburg,53721,2018-11-15,2018,11,Nordrhein-Westfalen
rhenag Rheinische Energie Aktiengesellschaft,Normalladeeinrichtung,2,44.0,Siegburg,53721,2019-09-02,2019,9,Nordrhein-Westfalen
E.ON Drive Infrastructure,Schnellladeeinrichtung,3,300.0,Siegburg,53721,2020-06-17,2020,6,Nordrhein-Westfalen
ALDI SÜD,Schnellladeeinrichtung,1,50.0,Sankt Augustin,53757,2018-08-24,2018,8,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Sankt Augustin,53757,2021-10-12,2021,10,Nordrhein-Westfalen
Lidl,Normalladeeinrichtung,2,44.0,Eitorf,53783,2019-08-22,2019,8,Nordrhein-Westfalen
Jansen Bau-Sanierung GmbH,Normalladeeinrichtung,2,22.0,Lohmar,53797,2018-11-30,2018,11,Nordrhein-Westfalen
Stadtwerke Troisdorf GmbH,Normalladeeinrichtung,2,22.0,Troisdorf,53840,2018-12-01,2018,12,Nordrhein-Westfalen
E.ON Drive GmbH,Schnellladeeinrichtung,2,160.0,Rheinbach,55359,2020-11-03,2020,11,
Stadt Siegen,Normalladeeinrichtung,2,44.0,Siegen,57074,2020-09-01,2020,9,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Kreuztal,57223,2021-10-22,2021,10,Nordrhein-Westfalen
effexx Kommunikations- und Meldesysteme GmbH u. Co. KG,Normalladeeinrichtung,1,22.0,Netphen,57250,2022-12-01,2022,12,Nordrhein-Westfalen
effexx Kommunikations- und Meldesysteme GmbH u. Co. KG,Normalladeeinrichtung,2,22.0,Netphen,57250,2022-12-01,2022,12,Nordrhein-Westfalen
Privatperson,Normalladeeinrichtung,1,22.0,Netphen,57250,2018-05-15,2018,5,Nordrhein-Westfalen
Allego GmbH,Schnellladeeinrichtung,1,320.0,Freudenberg,57258,2019-07-25,2019,7,Nordrhein-Westfalen
jucom,Normalladeeinrichtung,4,22.0,Neunkirchen,57290,2022-01-01,2022,1,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,2,44.0,Burbach,57299,2019-08-01,2019,8,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,2,44.0,Bad Berleburg,57319,2020-03-19,2020,3,Nordrhein-Westfalen
Stadtwerke Werl GmbH,Normalladeeinrichtung,2,44.0,Werl,59457,2019-03-18,2019,3,Nordrhein-Westfalen
Stadtwerke Werl GmbH,Normalladeeinrichtung,2,44.0,Werl,59457,2019-05-27,2019,5,Nordrhein-Westfalen
Stadtwerke Werl GmbH,Normalladeeinrichtung,2,44.0,Werl,59457,2019-04-05,2019,4,Nordrhein-Westfalen
Priesterseminar Paderborn Leostraße 19,Normalladeeinrichtung,2,22.0,Werl,59457,2022-01-27,2022,1,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,98.0,Soest,59494,2019-12-03,2019,12,Nordrhein-Westfalen
Citywatt GmbH,Normalladeeinrichtung,2,22.0,Soest,59494,2022-12-20,2022,12,Nordrhein-Westfalen
Autohaus Erwin Schmidt GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Soest,59494,2019-06-10,2019,6,Nordrhein-Westfalen
Geiststr/Ostwall,Normalladeeinrichtung,1,22.0,Bad Sassendorf,59505,2019-07-15,2019,7,Nordrhein-Westfalen
Geiststr/Ostwall,Normalladeeinrichtung,1,22.0,Bad Sassendorf,59505,2019-07-15,2019,7,Nordrhein-Westfalen
Geiststr/Ostwall,Normalladeeinrichtung,2,22.0,Lippstadt,59555,2021-11-22,2021,11,Nordrhein-Westfalen
Geiststr/Ostwall,Normalladeeinrichtung,2,22.0,Lippstadt,59555,2022-03-01,2022,3,Nordrhein-Westfalen
Geiststr/Ostwall,Normalladeeinrichtung,4,22.0,Lippstadt,59556,2022-03-01,2022,3,Nordrhein-Westfalen
Geiststr/Ostwall,Normalladeeinrichtung,4,22.0,Lippstadt,59557,2020-09-11,2020,9,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,2,44.0,Rüthen,59602,2019-06-19,2019,6,Nordrhein-Westfalen
Aachener Parkhaus GmbH,Normalladeeinrichtung,2,22.0,Aachen,52062,2021-10-01,2021,10,Nordrhein-Westfalen
Aachener Parkhaus GmbH,Normalladeeinrichtung,2,22.0,Aachen,52062,2022-11-29,2022,11,Nordrhein-Westfalen
Mercedes- Benz AG - Niederlassung Aachen,Normalladeeinrichtung,2,22.0,Aachen,52068,2022-12-31,2022,12,Nordrhein-Westfalen
Mercedes- Benz AG - Niederlassung Aachen,Normalladeeinrichtung,2,22.0,Aachen,52068,2022-12-20,2022,12,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,44.0,Aachen,52070,2021-07-27,2021,7,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,22.0,Aachen,52070,2022-03-31,2022,3,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,22.0,Aachen,52070,2022-11-09,2022,11,Nordrhein-Westfalen
Mercedes- Benz AG - Niederlassung Aachen,Normalladeeinrichtung,2,22.0,Aachen,52070,2022-12-31,2022,12,Nordrhein-Westfalen
Mercedes- Benz AG - Niederlassung Aachen,Normalladeeinrichtung,2,22.0,Aachen,52071,2022-12-31,2022,12,
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,44.0,Aachen,52072,2020-08-17,2020,8,Nordrhein-Westfalen
Qosmotec GmbH,Normalladeeinrichtung,1,22.0,Aachen,52072,2019-10-08,2019,10,Nordrhein-Westfalen
Schloss Rahe,Normalladeeinrichtung,2,22.0,Aachen,52072,2022-03-22,2022,3,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Schnellladeeinrichtung,2,50.0,Aachen,52074,2022-09-30,2022,9,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,22.0,Aachen,52074,2022-11-09,2022,11,Nordrhein-Westfalen
Lidl,Normalladeeinrichtung,2,44.0,Aachen-Königshügel,52074,2021-01-26,2021,1,Nordrhein-Westfalen
Kaufland,Schnellladeeinrichtung,2,93.0,Aachen,52074,2018-07-30,2018,7,Nordrhein-Westfalen
Carpus+Partner AG,Normalladeeinrichtung,2,22.0,Aachen,52074,2020-11-01,2020,11,Nordrhein-Westfalen
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Normalladeeinrichtung,2,22.0,Aachen,52074,2021-05-01,2021,5,Nordrhein-Westfalen
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Normalladeeinrichtung,2,22.0,Aachen,52074,2021-09-23,2021,9,Nordrhein-Westfalen
Aachener Parkhaus GmbH,Normalladeeinrichtung,2,22.0,Aachen,52074,2020-06-30,2020,6,Nordrhein-Westfalen
Aachener Parkhaus GmbH,Normalladeeinrichtung,2,22.0,Aachen,52074,2022-07-18,2022,7,Nordrhein-Westfalen
Aachener Parkhaus GmbH,Normalladeeinrichtung,2,22.0,Aachen,52074,2022-07-18,2022,7,Nordrhein-Westfalen
Polierscheibenfabrik Spaeth,Normalladeeinrichtung,2,22.0,Aachen,52076,2022-12-13,2022,12,Nordrhein-Westfalen
ALDI SÜD,Schnellladeeinrichtung,3,150.0,Aachen,52078,2022-07-26,2022,7,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,22.0,Aachen,52078,2020-03-20,2020,3,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Schnellladeeinrichtung,2,50.0,Aachen,52078,2018-10-08,2018,10,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,44.0,Aachen,52078,2021-04-30,2021,4,Nordrhein-Westfalen
Kohl-Automobile GmbH,Normalladeeinrichtung,2,44.0,Aachen,52078,2019-03-04,2019,3,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,44.0,Aachen,52080,2021-04-22,2021,4,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,22.0,Aachen,52080,2023-01-25,2023,1,Nordrhein-Westfalen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Herzogenrath,52134,2022-03-22,2022,3,Nordrhein-Westfalen
enwor-energie & wasser vor ort GmbH,Normalladeeinrichtung,2,44.0,Herzogenrath,52134,2018-05-07,2018,5,Nordrhein-Westfalen
enwor-energie & wasser vor ort GmbH,Normalladeeinrichtung,2,44.0,Herzogenrath,52134,2018-05-07,2018,5,Nordrhein-Westfalen
enwor-energie & wasser vor ort GmbH,Normalladeeinrichtung,2,44.0,Herzogenrath,52134,2018-05-14,2018,5,Nordrhein-Westfalen
enwor-energie & wasser vor ort GmbH,Normalladeeinrichtung,2,44.0,Herzogenrath,52134,2021-06-15,2021,6,Nordrhein-Westfalen
EWV Energie- und Wasser-Versorgung GmbH,Normalladeeinrichtung,2,44.0,Würselen,52146,2019-12-10,2019,12,Nordrhein-Westfalen
EWV Energie- und Wasser-Versorgung GmbH,Normalladeeinrichtung,2,44.0,Würselen,52146,2019-08-07,2019,8,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Schnellladeeinrichtung,2,50.0,Simmerath,52152,2019-11-21,2019,11,Nordrhein-Westfalen
STAWAG Stadtwerke Aachen AG,Normalladeeinrichtung,2,44.0,Simmerath,52152,2018-10-01,2018,10,Nordrhein-Westfalen
E.ON Drive GmbH,Normalladeeinrichtung,2,44.0,Simmerath,52152,2019-03-15,2019,3,Nordrhein-Westfalen
EWV Energie- und Wasser-Versorgung GmbH,Normalladeeinrichtung,2,44.0,Simmerath,52152,2019-03-15,2019,3,Nordrhein-Westfalen
E.ON Drive GmbH,Schnellladeeinrichtung,2,75.0,Monschau,52156,2022-05-27,2022,5,Nordrhein-Westfalen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Roetgen,52159,2022-03-29,2022,3,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,2,44.0,Roetgen,52159,2020-01-21,2020,1,Nordrhein-Westfalen
E.ON Drive GmbH,Normalladeeinrichtung,2,44.0,Stolberg,52222,2019-03-08,2019,3,Nordrhein-Westfalen
EWV Energie- und Wasser-Versorgung GmbH,Normalladeeinrichtung,2,44.0,Stolberg,52222,2019-12-20,2019,12,Nordrhein-Westfalen
E.ON Drive GmbH,Normalladeeinrichtung,2,44.0,Eschweiler,52249,2019-01-18,2019,1,Nordrhein-Westfalen
E.ON Drive GmbH,Normalladeeinrichtung,2,44.0,Eschweiler,52249,2019-01-18,2019,1,Nordrhein-Westfalen
IONITY GmbH,Schnellladeeinrichtung,1,350.0,Eschweiler,52249,2019-05-31,2019,5,Nordrhein-Westfalen
IONITY GmbH,Schnellladeeinrichtung,1,350.0,Eschweiler,52249,2019-05-31,2019,5,Nordrhein-Westfalen
E.ON Drive GmbH,Normalladeeinrichtung,2,44.0,Alsdorf,52477,2019-04-05,2019,4,Nordrhein-Westfalen
EWV Energie- und Wasser-Versorgung GmbH,Normalladeeinrichtung,2,44.0,Alsdorf,52477,2019-04-03,2019,4,Nordrhein-Westfalen
EWV Energie- und Wasser-Versorgung GmbH,Normalladeeinrichtung,2,44.0,Alsdorf,52477,2019-01-11,2019,1,Nordrhein-Westfalen
E.ON Drive GmbH,Normalladeeinrichtung,2,44.0,Baesweiler,52499,2019-01-10,2019,1,Nordrhein-Westfalen
EWV Energie- und Wasser-Versorgung GmbH,Normalladeeinrichtung,2,44.0,Baesweiler,52499,2018-12-20,2018,12,Nordrhein-Westfalen
Knubel GmbH & Co. KG,Normalladeeinrichtung,2,39.6,Greven,48268,2021-03-01,2021,3,Nordrhein-Westfalen
Knubel GmbH & Co. KG,Normalladeeinrichtung,2,39.6,Greven,48268,2021-02-25,2021,2,Nordrhein-Westfalen
Stadtwerke Emsdetten GmbH,Normalladeeinrichtung,2,44.0,Emsdetten,48282,2020-05-14,2020,5,Nordrhein-Westfalen
Pluq,Normalladeeinrichtung,2,22.0,Emsdetten,48282,2022-01-17,2022,1,Nordrhein-Westfalen
Autohaus Brömmler GmbH,Normalladeeinrichtung,2,39.65,Altenberge,48341,2022-08-26,2022,8,Nordrhein-Westfalen
Privatperson,Normalladeeinrichtung,1,22.0,Nordwalde,48356,2019-10-01,2019,10,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,1,44.0,Nordwalde,48356,2019-03-26,2019,3,Nordrhein-Westfalen
B&R Energie GmbH,Normalladeeinrichtung,1,22.0,Saerbeck,48369,2019-02-01,2019,2,Nordrhein-Westfalen
B&R Energie GmbH,Normalladeeinrichtung,2,22.0,Saerbeck,48369,2019-03-01,2019,3,Nordrhein-Westfalen
Energie- und Wasserversorgung Rheine GmbH,Normalladeeinrichtung,2,44.0,Rheine,48431,2018-01-01,2018,1,Nordrhein-Westfalen
Energie- und Wasserversorgung Rheine GmbH,Normalladeeinrichtung,2,44.0,Rheine,48431,2022-05-12,2022,5,Nordrhein-Westfalen
Hotel & Gastronomie Sasse,Normalladeeinrichtung,4,88.0,Hörstel-Dreierwalde,48477,2022-07-15,2022,7,Nordrhein-Westfalen
Hotel & Gastronomie Sasse,Normalladeeinrichtung,4,88.0,Dreierwalde,48477,2022-12-07,2022,12,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Hörstel,48477,2019-09-23,2019,9,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Hörstel,48477,2019-09-23,2019,9,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Hopsten,48496,2019-07-18,2019,7,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Hopsten,48496,2019-07-18,2019,7,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Hopsten-Halverde,48496,2019-07-18,2019,7,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Steinfurt,48565,2022-12-07,2022,12,Nordrhein-Westfalen
Autohaus Krechting,Normalladeeinrichtung,4,22.0,Ochtrup,48607,2022-10-01,2022,10,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,93.0,Ochtrup,48607,2020-02-15,2020,2,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,2,44.0,Horstmar,48612,2020-04-30,2020,4,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Ibbenbüren,49477,2018-08-20,2018,8,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Ibbenbüren,49477,2019-10-10,2019,10,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Ibbenbüren,49477,2019-11-22,2019,11,Nordrhein-Westfalen
Hotel Restaurant Haus Leugermann GmbH,Normalladeeinrichtung,2,22.0,Ibbenbüren,49477,2020-11-11,2020,11,Nordrhein-Westfalen
Privatperson,Normalladeeinrichtung,1,22.0,Ibbenbüren,49479,2022-11-01,2022,11,Nordrhein-Westfalen
Autohaus Walkenhorst Ibbenbühren GmbH,Normalladeeinrichtung,2,44.0,Ibbenbühren,49479,2021-01-04,2021,1,Nordrhein-Westfalen
Autohaus Siemon GmbH,Normalladeeinrichtung,2,39.6,Ibbenbüren,49479,2021-12-15,2021,12,Nordrhein-Westfalen
Autohaus Bäumer GmbH,Schnellladeeinrichtung,1,62.5,Ibbenbüren,49479,2020-04-11,2020,4,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Westerkappeln,49492,2019-08-28,2019,8,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Mettingen,49497,2018-08-20,2018,8,Nordrhein-Westfalen
Deitert Suhre GmbH & Co.KG,Normalladeeinrichtung,1,13.2,Mettingen,49497,2021-02-21,2021,2,Nordrhein-Westfalen
Conditorei Coppenrath und Wiese KG,Normalladeeinrichtung,2,44.0,Mettingen,49497,2021-03-26,2021,3,Nordrhein-Westfalen
Conditorei Coppenrath und Wiese KG,Normalladeeinrichtung,2,44.0,Mettingen,49497,2022-04-13,2022,4,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Lotte,49504,2019-09-12,2019,9,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Lotte,49504,2019-11-22,2019,11,Nordrhein-Westfalen
Autohaus Starke GmbH & Co. KG,Normalladeeinrichtung,2,39.6,Lotte,49504,2021-01-19,2021,1,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Recke - Steinbeck,49509,2019-07-18,2019,7,Nordrhein-Westfalen
Stadtwerke Tecklenburger Land GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Recke - Obersteinbeck,49509,2019-07-18,2019,7,Nordrhein-Westfalen
Stadtwerke Lengerich GmbH,Normalladeeinrichtung,2,44.0,Lengerich,49525,2019-07-05,2019,7,Nordrhein-Westfalen
Siemon GmbH,Normalladeeinrichtung,2,39.6,Lengerich,49525,2021-02-21,2021,2,Nordrhein-Westfalen
Stadtwerke Lengerich GmbH,Normalladeeinrichtung,2,44.0,Tecklenburg,49545,2019-05-29,2019,5,Nordrhein-Westfalen
JB Solarstrom,Normalladeeinrichtung,2,22.0,Tecklenburg-Brochterbeck,49545,2020-09-14,2020,9,Nordrhein-Westfalen
JB Solarstrom,Normalladeeinrichtung,2,22.0,Tecklenburg-Brochterbeck,49545,2020-10-01,2020,10,Nordrhein-Westfalen
JB Solarstrom,Schnellladeeinrichtung,3,150.0,Tecklenburg,49545,2021-06-22,2021,6,Nordrhein-Westfalen
E.ON Drive Infrastructure,Schnellladeeinrichtung,3,300.0,Tecklenburger Land,49545,2020-08-31,2020,8,Nordrhein-Westfalen
E.ON Drive Infrastructure,Schnellladeeinrichtung,2,300.0,Tecklenburger Land,49545,2020-08-31,2020,8,Nordrhein-Westfalen
Aral Pulse,Schnellladeeinrichtung,2,300.0,Ladbergen,49549,2022-11-18,2022,11,Nordrhein-Westfalen
Stadtwerke Lengerich GmbH,Normalladeeinrichtung,2,44.0,Ladbergen,49549,2019-04-03,2019,4,Nordrhein-Westfalen
Stadtwerke Lünen GmbH,Normalladeeinrichtung,2,22.0,Lünen,44532,2019-03-05,2019,3,Nordrhein-Westfalen
Stadtwerke Lünen GmbH,Normalladeeinrichtung,2,22.0,Lünen,44532,2019-03-19,2019,3,Nordrhein-Westfalen
Stadtwerke Lünen GmbH,Normalladeeinrichtung,2,22.0,Lünen,44532,2022-09-19,2022,9,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Lünen,44532,2022-09-21,2022,9,Nordrhein-Westfalen
IONITY GmbH,Schnellladeeinrichtung,1,350.0,Schwerte,58239,2019-07-31,2019,7,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-08-03,2020,8,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-10-09,2020,10,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-10-09,2020,10,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-10-09,2020,10,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-10-09,2020,10,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-10-14,2020,10,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-10-29,2020,10,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-10-29,2020,10,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-11-13,2020,11,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-11-16,2020,11,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,4,88.0,Schwerte,58239,2020-11-20,2020,11,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-12-04,2020,12,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2020-12-17,2020,12,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-07-01,2021,7,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-09-28,2021,9,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-09-08,2021,9,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-09-07,2021,9,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-09-29,2021,9,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-06-28,2021,6,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-11-11,2021,11,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-10-28,2021,10,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-11-29,2021,11,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-08-23,2021,8,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2021-09-21,2021,9,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2022-06-24,2022,6,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2022-09-01,2022,9,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2022-06-24,2022,6,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2022-06-23,2022,6,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2022-06-14,2022,6,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,2,44.0,Schwerte,58239,2022-05-17,2022,5,Nordrhein-Westfalen
Stadtwerke Schwerte GmbH,Normalladeeinrichtung,1,11.0,Schwerte,58239,2022-10-05,2022,10,Nordrhein-Westfalen
